group,genres,year,url,genres_coded
BLACKLAZER,ДЖАНГЛ;HIP-HOP;ТЕХНО;РЕЙВ;ELECTRONIC FREESTYLE;ЕЛЕКТРОННА МУЗИКА,2009.0,https://uk.wikipedia.org/wiki/BLACKLAZER,TECHNO;ELECTRONIC;RAVE;ELECTRONIC FREESTYLE;JUNGLE;HIP HOP
BLACKMAILERS,БЛЮЗ;СКА-ПАНК;РИТМ-Н-БЛЮЗ;СВИНГ;ФОЛК,1997.0,https://ru.wikipedia.org/wiki/Blackmailers,BLUES;RHYTM-N-BLUES;FOLK;SKA PUNK;SWING
BLACKY,,,,
BLAGI MAT!!!,ЭЛЕКТРО-ПАНК;ФОЛК-ПАНК;ГРАНЖ,2008.0,https://ru.wikipedia.org/wiki/BLAGI_MAT!!!,ELECTRO PUNK;FOLK PUNK;GRUNGE
BLAK ANGEL,,,,
BLAZE BOMBER,,,,
BLIND,,1994.0,https://et.wikipedia.org/wiki/Blind,
BLISS,,,,
BLITZE,POPMŪZIKA,2000.0,https://lv.wikipedia.org/wiki/Blitze,POP
BLOOD OF KINGU,ROCK,2005.0,,ROCK
BLUE DREAMS,,,,
BLUESAURUS,,,https://et.wikipedia.org/wiki/Bluesaurus,
BLÄCK ROKIT,,,,
BLÅ SCHÄFER,PSÜHHEDEELSET ROCK;PROGRESSIIVSET ROCK,1971.0,https://et.wikipedia.org/wiki/Bl%C3%A5_Sch%C3%A4fer,PROGRESSIVE ROCK;PSYCHODELIC ROCK
BOG MOROK,БЛЭК-МЕТАЛ;ИНДАСТРИАЛ-МЕТАЛ;ДЭТ-МЕТАЛ;АЛЬТЕРНАТИВНЫЙ МЕТАЛ;НЮ-МЕТАЛ,1998.0,https://ru.wikipedia.org/wiki/Bog_Morok,NEW METAL;DEATH METAL;BLACK METAL;INDUSTRIAL METAL;ALTERNATIVE METAL
BOMBILLAZ,,,,
BONAPARTI.LV,OPERA,2007.0,https://lv.wikipedia.org/wiki/Bonaparti.lv,OPERA
BONZO JA TÕUN,,,,
BONZO UNELMATE ORKESTER,,,,
BOOGIE BAND,,,,
BOOGIE COMPANY,ROCKABILLY,1989.0,https://et.wikipedia.org/wiki/Boogie_Company,ROCKABILLY
BOROFF BAND,,,,
BOROWA MC,TAUTASDZIESMA;ROKMŪZIKA;REPS,2004.0,https://lv.wikipedia.org/wiki/Borowa_MC,FOLK;ROCK;RAP
BOTTLE UP & GO,,,,
BRAIN DRIAN,,,,
BRAINERS,INDIE;ROCK;ALTERNATIVE,1996.0,https://lt.wikipedia.org/wiki/Brainers,INDIE;ROCK;ALTERNATIVE
BRAZIL JAZZ,,,,
BREAKWAR,,,,
BREDOR,ДЕЗ-МЕТАЛ;ГРАЙНДКОР,1994.0,https://uk.wikipedia.org/wiki/Bredor,DEATH METAL;GRINDCORE
BRIDES IN BLOOM,,,,
BROS IN BLUES,,,,
BRUNETTES SHOOT BLONDES,ІНДІ;ЕЛЕКТРО;АЛЬТЕРНАТИВА,2010.0,https://uk.wikipedia.org/wiki/Brunettes_Shoot_Blondes,ELECTRONIC;INDIE;ALTERNATIVE
BRUTE CHANT,,,,
BRUTTO,ПАНК-РОК;АЛЬТЕРНАТИВНЫЙ РОК,2014.0,https://ru.wikipedia.org/wiki/Brutto,ALTERNATIVE ROCK;PUNK ROCK
BUICIDE,,,,
BULAT PROJECT,,,,
BULLFROG BROWN,ACOUSTIC;BLUES;ALTERNATIVE,2003.0,https://et.wikipedia.org/wiki/Bullfrog_Brown,ACOUSTIC;BLUES;ALTERNATIVE
BURNED IN BLIZZARD,TREŠMETĀLS;SMAGAIS ROKS;SMAGAIS METĀLS,2011.0,https://lv.wikipedia.org/wiki/Burned_In_Blizzard,HEAVY METAL;HARD ROCK;THRASH METAL
BUST A.S!,,,,
BUTCH,ПОП-РОК;АЛЬТЕРНАТИВНЫЙ РОК,2001.0,https://ru.wikipedia.org/wiki/Butch,ALTERNATIVE ROCK;POP ROCK
BUTTERFLY TEMPLE,ДУМ-МЕТАЛ;ПЭГАН-МЕТАЛ,1995.0,https://ru.wikipedia.org/wiki/Butterfly_Temple,PAGAN METAL;DOOM METAL
B_SIDE/РОСТРА,ТРЫП-ГОП;АРТ-РОК,2003.0,https://be-tarask.wikipedia.org/wiki/B_Side,TRIP HOP;ART ROCK
BĀZE 7,,,,
BĒRNĪBAS MILICIJA,INDĪROKS;INDIE PSYCHE;PSEUDO POST-ROCK,2002.0,https://lv.wikipedia.org/wiki/B%C4%93rn%C4%ABbas_milicija,INDIE PSYCHE;PSEUDO POST-ROCK;INDIE ROCK
C-JAM,,,,
CA'MEL,ROCK,2010.0,,ROCK
CAATER,EURO-DANCE,1999.0,https://et.wikipedia.org/wiki/Caater,EURO DANCE
CABAGES,,,,
CABERNET DENEUVE,РЕГГЕЙ;СКА,1997.0,https://ru.wikipedia.org/wiki/Cabernet_Deneuve,SKA;REGGAE
CACAO,POPMŪZIKA;POPROKS,2006.0,https://lv.wikipedia.org/wiki/Cacao,POP;POP ROCK
CAMERATA TALLINN,KAMMERMUUSIKAT,1978.0,https://et.wikipedia.org/wiki/Camerata_Tallinn,CHAMBER
CANONIS,,,,
CANTABILE WIND,МЕТАЛ;MELODIC DEATH METAL,2012.0,https://uk.wikipedia.org/wiki/Cantabile_Wind,METAL;MELODIC DEATH METAL
CANTUS,,,,
CAPITOLLIUM,,,,
CAPRICE,HЕОКЛАССИКА;НЬЮ-ЭЙДЖ,1996.0,https://ru.wikipedia.org/wiki/Caprice,NEOCLASSICAL;NEW AGE
CARBON ROCK,,,,
CASSA NOVA,,,,
CAT INSIDE,АРТ-ПАНК,,,ART PUNK
CATARSIS,RETRO-POP,2004.0,https://et.wikipedia.org/wiki/Catarsis,RETRO POP
CATERPILLAR,,,,
CATHARSIS,ДУМ-МЕТАЛ;ПАУЭР-МЕТАЛ;СИМФО-МЕТАЛ,1996.0,https://ru.wikipedia.org/wiki/Catharsis,DOOM METAL;POWER METAL;SYMPHONIC METAL
CATHARSIS (RO),FOLK,1997.0,https://ro.wikipedia.org/wiki/Catharsis_(forma%C8%9Bie),FOLK
CATHOUSE,,,,
CATS,,,,
CEILIDH CEOL,ІРЛЯНДЗКАЯ ТРАДЫЦЫЙНАЯ МУЗЫКА,2005.0,https://be-tarask.wikipedia.org/wiki/Ceilidh_Ceol,TRADITIONAL
CELEBRINE,ДАРК-ДИСКО;ЭЛЕКТРОПОП;НЬЮ-ВЕЙВ,2011.0,https://ru.wikipedia.org/wiki/Celebrine,ELECTRO POP;NEW WAVE;DARK DISCO
CELESTIAL CROWN,METAL,,https://et.wikipedia.org/wiki/Celestial_Crown,METAL
CELLISSIMO,,,,
CENTR,ХИП-ХОП,2004.0,https://ru.wikipedia.org/wiki/Centr,HIP HOP
CERBER,,,,
CERBERUS,,,,
CERX,,,,
CETUS PROJECT,,,,
CHAOS ALTER,,,,
CHAOS TRIO,,,,
CHERRY HEAVENS,БРИТ-ПОП;ИНДИ-ПОП;АЛЬТЕРНАТИВНЫЙ РОК;ИНДИ-РОК,2009.0,https://ru.wikipedia.org/wiki/Cherry_Heavens,ALTERNATIVE ROCK;INDIE POP;BRIT POP;INDIE ROCK
CHERRY-MERRY,ІНДІ-РОК;ГРАНЖ,2010.0,https://uk.wikipedia.org/wiki/Cherry-merry,GRUNGE;INDIE ROCK
CHERRYLAND,DISCO,,https://et.wikipedia.org/wiki/Cherryland,DISCO
CHERRYVATA,РОК-МУЗЫКА;БРЕЙКБИТ;ХИП-ХОП;ПОП;ДЖАЗ;ТРИП-ХОП,,https://ru.wikipedia.org/wiki/CherryVata,POP;ROCK;TRIP HOP;JAZZ;BREAK BEAT;HIP HOP
CHICK 'N' BAND,RNR,1995.0,https://et.wikipedia.org/wiki/Chick_%27N%27_Band,ROCK-N-ROLL
CHIEFS BAND,ФАНК;ДЖАЗ,,https://be-tarask.wikipedia.org/wiki/Chiefs_Band,JAZZ;FUNK
CHIRON,,,,
CHOO-JOY,,,,
CHOP SUEY,,,,
CHRISTUS MORTUUS EST,БЛЕК-МЕТАЛ,2015.0,,BLACK METAL
CHRONOS,ДАУНТЕМПО;ЭТНО-ЭЛЕКТРОНИКА;ПСАЙБИЕНТ;ТРИП-ХОП;ЧИЛЛАУТ;ЭМБИЕНТ,2004.0,https://ru.wikipedia.org/wiki/Chronos,CHILLOUT;TRIP HOP;ETHNO ELECTRONICS;DOWNTEMPO;AMBIENT;PSYBIENT
CHUNGIN & THE STRAP-ON FAGGOTS,ELECTRO;POST PUNK;PUNK,2003.0,https://et.wikipedia.org/wiki/Chungin_%26_The_Strap-On_Faggots,ELECTRONIC;POST PUNK;PUNK
CHUPACABRA,,1999.0,https://et.wikipedia.org/wiki/Chupacabra_(ansambel),
CIRKUS APRAXIE,,,,
CITADEL,ПАУЭР-МЕТАЛ,2001.0,https://ru.wikipedia.org/wiki/Citadel,POWER METAL
CITRIC ACID,,,,
CLAIRE'S BIRTHDAY/RUFFUS,,,https://et.wikipedia.org/wiki/Claire%27s_Birthday,
CLANN LIR,ФОЛК-МУЗЫКА;КЕЛЬТСКАЯ МУЗЫКА,2003.0,https://ru.wikipedia.org/wiki/Clann_Lir,FOLK;CELTIC
CLAUSTRUM,TROKŠŅU MŪZIKA;TUMŠAIS AMBIENTS;INDUSTRIĀLĀ MŪZIKA,1992.0,https://lv.wikipedia.org/wiki/Claustrum,INDUSTRIAL;FOLK;DARK AMBIENT
CLICK OK,POP,1998.0,https://et.wikipedia.org/wiki/Click_OK,POP
CLOVER CLUB,РОК;ИНДИ-РОК,2010.0,https://ru.wikipedia.org/wiki/Clover_Club,ROCK;INDIE ROCK
COALA PASCAL,НЮ-ДЖАЗ;ЕЛЕКТРОННА МУЗИКА;ПОСТ-РОК,2007.0,https://uk.wikipedia.org/wiki/Coala_Pascal,ELECTRONIC;NEW JAZZ;POST ROCK
CODA,,,,
CODE ONE,POPMUUSIKA,1995.0,https://et.wikipedia.org/wiki/Code_One,POP
COLLAGE,,1965.0,https://et.wikipedia.org/wiki/Collage,
COLT,SMAGAIS ROKS;SMAGAIS METĀLS,2010.0,https://lv.wikipedia.org/wiki/COLT_(grupa),HEAVY METAL;HARD ROCK
COME'N'DONE,,,,
COMING TRUST,,,,
COMMONSENCE,,,,
COMPROMISE BLUE,BLUES;RHYTM AND BLUES;FUNKY;SOUL,1988.0,https://et.wikipedia.org/wiki/Compromise_Blue,BLUES;RHYTM-N-BLUES;FUNK;SOUL
CONCORDIA,,,,
CONFLICT OK!,PUNK-ROCK,1998.0,https://et.wikipedia.org/wiki/Conflict_OK!,PUNK ROCK
CONFORTE,,,,
CONTREDANSE/LITUUS,СЯРЭДНЯВЕЧНАЯ МУЗЫКА,,https://be-tarask.wikipedia.org/wiki/Lituus,MEDIEVAL
COOCKOO,ИНДИ;ПОП-РОК,2009.0,https://ru.wikipedia.org/wiki/Coockoo,INDIE;POP ROCK
COOKIES,METAL,2007.0,https://et.wikipedia.org/wiki/Cookies,METAL
CORDIAL,POP;ROCK;HARD ROCK,1969.0,https://ro.wikipedia.org/wiki/Cordial,POP;ROCK;HARD ROCK
CORE,,,,
CORNER STONE,,,,
CORPUS,JAUNAIS VILNIS;SMAGAIS ROKS,1978.0,https://lv.wikipedia.org/wiki/Corpus,NEW WAVE;HARD ROCK
COSMOS,A CAPELLA,2002.0,https://lv.wikipedia.org/wiki/Cosmos,A CAPELLA
COSMOSKVA,NU ACID FUNK JAZZ,2001.0,https://et.wikipedia.org/wiki/Cosmoskva,NU ACID FUNK JAZZ
CRASH POINT ZERO,,,,
CRAZY TRAIN,,,,
CREDO,ROKS;POPMŪZIKA,1974.0,https://lv.wikipedia.org/wiki/Credo_(grupa),POP;ROCK
CRIMSON BLUE,ПРОГРЕССИВ-РОК;НЮ-МЕТАЛ,2009.0,https://ru.wikipedia.org/wiki/Crimson_Blue,NEW METAL;PROGRESSIVE ROCK
CRIMSON LODGE,,,,
CRIMSON SKY,ГОТИЧНИЙ ДУМ-МЕТАЛ,2010.0,https://uk.wikipedia.org/wiki/Crimson_Sky,GOTHIC DOOM METAL
CROSSROADZ,,,,
CROWD,ALTERNATĪVAIS ROKS;POWER POP,1998.0,https://lv.wikipedia.org/wiki/Crowd,ALTERNATIVE ROCK;POWER POP
CROWNEAR/КРОНЕР,ФАНК-МЕТАЛ;ПРОГРЕССИВНЫЙ МЕТАЛ;ТРЭШ-МЕТАЛ;ЭКСПЕРИМЕНТАЛЬНЫЙ МЕТАЛ,1987.0,https://ru.wikipedia.org/wiki/Crownear,EXPERIMENTAL METAL;FUNK METAL;PROGRESSIVE METAL;THRASH METAL
CRUEL TIE,ПСИХОДЕЛИЧЕСКИЙ РОК;ГАРАЖНЫЙ РОК;АЛЬТЕРНАТИВНЫЙ РОК;ИНДИ-РОК,2011.0,https://ru.wikipedia.org/wiki/Cruel_Tie,PSYCHODELIC ROCK;ALTERNATIVE ROCK;GARAGE ROCK;INDIE ROCK
CRUX,POP-ROCK,2002.0,https://et.wikipedia.org/wiki/Crux_(ansambel),POP ROCK
CRYING HARMONY,,,,
CRYSTAL ABYSS,,,,
CRYSTALINE DARKNESS,ROCK,1993.0,,ROCK
CUBIQUE MUSIC BAND,,,,
CURLY STRINGS,,2013.0,https://et.wikipedia.org/wiki/Curly_Strings,
CUTOFF:SKY,,,,
D.A.R,DEATH METAL,1997.0,https://lt.wikipedia.org/wiki/D.A.R,DEATH METAL
D.O.B.,ХАРДКОР-РЭП;АНДЕГРАУНДНЫЙ ХИП-ХОП,1993.0,https://ru.wikipedia.org/wiki/D.O.B._Community,UNDERGROUND HIP HOP;HARDCORE RAP
D5X,,,,
DA B.O.M.B.,ХАРДКОР-РЭП;ГАНГСТА-РЭП;АЛЬТЕРНАТИВНЫЙ ХИП-ХОП,1995.0,https://ru.wikipedia.org/wiki/Da_B.O.M.B.,ALTERNATIVE HIP HOP;GANGSTA RAP;HARDCORE RAP
DA FUNK,,,,
DABAS KONCERTZĀLE,AMBIENTĀ MŪZIKA;NOMIERINOŠĀ MŪZIKA;POSTROKS;EKSPERIMENTĀLĀ MŪZIKA,2006.0,https://lv.wikipedia.org/wiki/Dabas_koncertz%C4%81le,SOOTHING MUSIC;AMBIENT;EXPERIMENTAL;POST ROCK
DABASU DUROVYS,POPROKS,2006.0,https://lv.wikipedia.org/wiki/Dabasu_Durovys,POP ROCK
DADA DUB,REGGAE,1999.0,https://ru.wikipedia.org/wiki/Dada_dub,REGGAE
DAGADANA,ЕЛЕКТРОННА МУЗИКА;ДЖАЗ;ФОЛК,,https://uk.wikipedia.org/wiki/DagaDana,JAZZ;FOLK;ELECTRONIC
DAGÖ,,1998.0,https://et.wikipedia.org/wiki/Dag%C3%B6,
DAHLING,,,,
DAIRY HIGH,,,,
DAKH DAUGHTERS,,,,
DALAI LAMA,РОК,2005.0,https://uk.wikipedia.org/wiki/Dalai_Lama,ROCK
DALI,ROCK,2005.0,https://ru.wikipedia.org/wiki/Dali,ROCK
DAMIEN,,,,
DAO-BLUES,,,,
DARK AGES,,,,
DARK PRINCESS,,,,
DARK SECRET LOVE,,,,
DARKLIGHT,,2003.0,https://be.wikipedia.org/wiki/Darklight,
DAS IST BAND,,,,
DATA,,,,
DATURA,БРУТАЛЬНЫЙ ДЭТ-МЕТАЛ,1999.0,https://ru.wikipedia.org/wiki/Datura_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),BRUTAL DEATH METAL
DAUGAVPILS ORANŽAIS KORIS,ROKMŪZIKA;POPMŪZIKA,2008.0,https://lv.wikipedia.org/wiki/Daugavpils_oran%C5%BEais_koris,POP;ROCK
DAVE BENTON LATIN BAND,,,,
DAWN OF GEHENNA,,,,
DAZZLE DREAMS,ТЕХНО;ДИСКО;СИНТІ-ПОП,2006.0,https://uk.wikipedia.org/wiki/Dazzle_Dreams,DISCO;SYNTH POP;TECHNO
DCMC,АЛЬТЕРНАТИВНЫЙ ХИП-ХОП,2000.0,https://ru.wikipedia.org/wiki/DCMC,ALTERNATIVE HIP HOP
DE SANGRE,ГРУВ-МЕТАЛ;АЛЬТЕРНАТИВНЫЙ МЕТАЛ;НЮ-МЕТАЛ,2003.0,https://ru.wikipedia.org/wiki/De_Sangre,ALTERNATIVE METAL;NEW METAL;GROOVE METAL
DE'CADENTA,,,,
DEAD BOYS GIRLFRIEND,ЕЛЕКТРО-РОК,2011.0,https://uk.wikipedia.org/wiki/Dead_Boys_Girlfriend,ELECTRO ROCK
DEAD FAITH,,,,
DEADKEDЫ,,,,
DEADMARSH,МЭТАЛ,1998.0,https://be-tarask.wikipedia.org/wiki/DeadMarsh,METAL
DEADXHEAD,,,,
DEADУШКИ,БРЕЙКБИТ;ЭЛЕКТРОННАЯ МУЗЫКА;ДРАМ-ЭНД-БЭЙС,1996.0,https://ru.wikipedia.org/wiki/Dead%D1%83%D1%88%D0%BA%D0%B8,ELECTRONIC;DRUM-N-BASS;BREAK BEAT
DEATH TIME BOYS,,,,
DEATH VALLEY SCREAMERS,ROCK,2005.0,https://uk.wikipedia.org/wiki/Death_Valley_Screamers,ROCK
DEATHBRINGER,ТЕХНИЧНЫЙ ДЭТ-МЕТАЛ;ПРОГРЕССИВНЫЙ МЕТАЛ;ДЭТ-МЕТАЛ;PROGRESSIVE DEATH METAL,2002.0,https://ru.wikipedia.org/wiki/Deathbringer_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),DEATH METAL;TECHNO DEATH METAL;PROGRESSIVE METAL;PROGRESSIVE DEATH METAL
DECAYED CORE,,,,
DEEMONID,,,,
DEF JOINT,,,,
DEFEKT/DEFECT,,,,
DEFIANCE,ROCK,,,ROCK
DEFIANT,MELODIC HEAVY-POWER METAL,2008.0,https://uk.wikipedia.org/wiki/Defiant,MELODIC HEAVY-POWER METAL
DEFINITION SANE,,,,
DEFRAGE,POST-GRUNGE;NEW AGE,2007.0,https://et.wikipedia.org/wiki/DefRage,NEW AGE;POST GRUNGE
DELFINAI,ПОП,2000.0,https://lt.wikipedia.org/wiki/Delfinai_(grup%C4%97),POP
DELTÄHEAD,,,,
DEMONS OF GUILLOTINE,БЛЭК-МЕТАЛ,1997.0,https://ru.wikipedia.org/wiki/Demons_of_Guillotine,BLACK METAL
DENVER,,,,
DEN’S BAND’S,,,,
DEPOO,,,https://et.wikipedia.org/wiki/Depoo_(b%C3%A4nd),
DER GALGEN,,,,
DER GERWELT,,,,
DER PARTIZANER KISH,,,,
DESPAIR,,,,
DESPECTUS,,,,
DEVIATION,ПАНК-РОК,1993.0,https://be.wikipedia.org/wiki/Deviation,PUNK ROCK
DEVICE,R&B;HIP-HOP,1998.0,https://lv.wikipedia.org/wiki/Device,RHYTM-N-BLUES;HIP HOP
DIAGENS,,,,
DIAMOND STARS,,,,
DIE AS SHE SAY,СИНТКОР;МЕТАЛКОР;ПОСТ-ХАРДКОР,2012.0,https://uk.wikipedia.org/wiki/Die_as_she_say,METALCORE;POST HARDCORE;SYNTHCORE
DIES IRAE,,,,
DIGIMORTAL,МОДЕРН-МЕТАЛ;ИНДАСТРИАЛ-МЕТАЛ,2004.0,https://ru.wikipedia.org/wiki/Digimortal,MODERN METAL;INDUSTRIAL METAL
DILONĪT NĀC APSĒDIES,,,,
DIPPED IN PURPLE,,,,
DISCOVERY,,,,
DISENTRAIL,,,,
DISGORGED,,,,
DISKO 4000,DISCO,2010.0,https://et.wikipedia.org/wiki/Disko_4000,DISCO
DISKREETSE MANGO TRIO,ROCK,2003.0,https://et.wikipedia.org/wiki/Diskreetse_Mango_Trio,ROCK
DISLOYAL,,,,
DISPIRIT/THE GLUE,ГРАНЖ;АЛЬТЕРНАТИВНЫЙ РОК,2004.0,https://ru.wikipedia.org/wiki/The_Glue,ALTERNATIVE ROCK;GRUNGE
DISSOCIAL,,,,
DISTEMPER,СКА-ПАНК,1989.0,https://ru.wikipedia.org/wiki/Distemper,SKA PUNK
DIVINA ENEMA,,,,
DIVINIOR,,,,
DIVIZION S-187,,,,
DIZZY BIZZY,,,,
DIZZY CROWD,,,,
DJ LAYLA&ALISSA,,,,
DJ SPIRIN,,,,
DK DANCE,ЕТНО РОК;ПОП-РОК;ФОЛК-ПАНК,2005.0,https://uk.wikipedia.org/wiki/DK_Dance,FOLK PUNK;POP ROCK;ETHNO ROCK
DMJ,ОЛДСКУЛЬНЫЙ РЭП;БРЕЙК-ДАНС,1986.0,https://ru.wikipedia.org/wiki/DMJ,BREAK DANCE;RAP
DO-RE-MI ORCHESTRA,,,,
DO-UP,LOUNGE;JAZZ;FUNK;R&B;DISCO FUNK,2006.0,https://ru.wikipedia.org/wiki/Do-Up,LOUNGE;JAZZ;FUNK;RHYTM-N-BLUES;DISCO FUNK
DOGMA,,,,
DOJO,АКУСТИКА;ФАНК;ІНДІ,2007.0,https://uk.wikipedia.org/wiki/DOJO,ACOUSTIC;FUNK;INDIE
DOK,ДЖАЗ-РОК;ІНСТРУМЕНТАЛЬНА МУЗИКА;БРУТАЛ-ПОП-ПАВЕР;ІНСТРУМЕНТАЛЬНИЙ РОК,2008.0,https://uk.wikipedia.org/wiki/DOK,BRUTAL POP POWER;JAZZ ROCK;INSTRUMENTAL ROCK;INSTRUMENTAL
DOLLHEADS,,,,
DOLPHINS,,,,
DOMINIA,ДАРК-МЕТАЛ;СИМФОНИК-МЕТАЛ,1999.0,https://ru.wikipedia.org/wiki/Dominia,DARK METAL;SYMPHONIC METAL
DON'T PANIC,,,,
DONIS,TRIBAL;AMBIENT;EKSPERIMENTINĖ;NEOFOLK,1998.0,https://lt.wikipedia.org/wiki/Donis,AMBIENT;NEW FOLK;EXPERIMENTAL;TRIBAL
DOOMDOZER,TECH DOOM;ATMOSPHERIC DOOM,2004.0,https://uk.wikipedia.org/wiki/Doomdozer,TECH DOOM;ATMOSPHERIC DOOM
DOPING,ПАНК-РОК,2005.0,https://uk.wikipedia.org/wiki/Doping,PUNK ROCK
DOPPELGANGER,ГОТИЧЕСКИЙ РОК;ПОСТПАНК,1994.0,https://ru.wikipedia.org/wiki/DoppelgangeR,POST PUNK;GOTHIC ROCK
DOS BURATINOS,ЭЛЕКТРОННАЯ МУЗЫКА;ЛАУНЖ,2005.0,https://ru.wikipedia.org/wiki/Dos_Buratinos,ELECTRONIC;LOUNGE
DOSTUP ZАКРЫТ,МЕТАЛКОР;АЛЬТЕРНАТИВНЫЙ МЕТАЛ;НЮ-МЕТАЛ,2002.0,https://ru.wikipedia.org/wiki/Dostup_Z%D0%B0%D0%BA%D1%80%D1%8B%D1%82,METALCORE;NEW METAL;ALTERNATIVE METAL
DOTSBAND,,,,
DOUBLE FACED EELS,POPPANKS;INDUSTRIĀLAIS ROKS;PANKROKS;ALTERNATĪVAIS METĀLS;ALTERNATĪVAIS ROKS;POPROKS,2000.0,https://lv.wikipedia.org/wiki/Double_Faced_Eels,ALTERNATIVE ROCK;PUNK ROCK;ALTERNATIVE METAL;INDUSTRIAL ROCK;POP PUNK;POP ROCK
DOUBLE HELIX/CARBON WHITE,,,,
DOWN & DIRTY,МЕТАЛКОР;ПОСТ-ХАРДКОР,2013.0,https://uk.wikipedia.org/wiki/Down_%26_Dirty,METALCORE;POST HARDCORE
DR. FRIEDRICH,,,,
DR. GREEN,PUNK-SKA,1996.0,https://lt.wikipedia.org/wiki/Dr._Green,SKA PUNK
DRAGOBRATH,,,,
DRAGON FLY,,,,
DRAMAMAMA,ROCK;ALTERNATIVE,2008.0,https://et.wikipedia.org/wiki/Dramamama,ROCK;ALTERNATIVE
DREAMING SOUL,,,,
DREAMLIN,ЭЛЕКТРОННЫ,2000.0,https://be-tarask.wikipedia.org/wiki/Dreamlin,ELECTRONIC
DRESS CODE,,,,
DRIVEN,RAP ROCK,2007.0,https://et.wikipedia.org/wiki/Driven,RAP ROCK
DROLLS,СРЕДНЕВЕКОВАЯ МУЗЫКА,1999.0,https://ru.wikipedia.org/wiki/Drolls,MEDIEVAL
DRUDKH,БЛЕК МЕТАЛ;ФОЛК-МЕТАЛ,,https://uk.wikipedia.org/wiki/Drudkh,BLACK METAL;FOLK METAL
DRUM ECSTASY,РОК,,https://ru.wikipedia.org/wiki/Drum_Ecstasy,ROCK
DRUMATTACK,,2013.0,https://et.wikipedia.org/wiki/DrumAttack,
DRY LIVERS,,,,
DSH! DSH!,,,,
DUB BUK,НАЦІОНАЛ-СОЦІАЛІСТИЧНИЙ БЛЕК-МЕТАЛ,1997.0,https://uk.wikipedia.org/wiki/Dub_Buk,NSBM
DUNDURI,,,,
DUO AAVAKIVI & LAANEKASK,,,,
DURBES K/N GRUPA,,,,
DUSK CHAPEL,DEATH METAL;BLACK METAL;THRASH METAL,2002.0,https://ru.wikipedia.org/wiki/Dusk_Chapel,DEATH METAL;BLACK METAL;THRASH METAL
DUST HEAVEN,,,,
DUST MIX,,,,
DUUBEL+,DISKOANSAMBEL,1994.0,https://et.wikipedia.org/wiki/Duubel%2B,DISCO
DYNAMINT,POP;DANCE,2004.0,https://et.wikipedia.org/wiki/Dynamint,POP;DANCE
DYNAMITE VIKINGS,AVANGARD DŽÄSS,1998.0,https://et.wikipedia.org/wiki/Dynamite_Vikings,AVANTGARDE JAZZ
DZELTENIE PASTNIEKI,ЭКСПЕРИМЕНТАЛЬНАЯ МУЗЫКА;АЛЬТЕРНАТИВНЫЙ РОК;ЭЛЕКТРОНИКА,1981.0,https://ru.wikipedia.org/wiki/Dzeltenie_Pastnieki,ALTERNATIVE ROCK;ELECTRONIC;EXPERIMENTAL
DZELZS CEĻŠ,PANKROKS,1982.0,https://lv.wikipedia.org/wiki/Dzelzs_Ce%C4%BC%C5%A1,PUNK ROCK
DZELZS VILKS,NĀVES METĀLS;FOLKROKS;ALTERNATĪVAIS ROKS;POPROKS,1991.0,https://lv.wikipedia.org/wiki/Dzelzs_Vilks,FOLK ROCK;ALTERNATIVE ROCK;DEATH METAL;POP ROCK
DZIDZIO,POP,2009.0,https://uk.wikipedia.org/wiki/DZIDZIO,POP
DZIECIUKI,ФОЛЬК-ПАНК,2012.0,https://be-tarask.wikipedia.org/wiki/Dzieciuki,FOLK PUNK
DZIVIA,,,,
DĀMU POPS,SINTPOPS,1989.0,https://lv.wikipedia.org/wiki/D%C4%81mu_pops,SYNTH POP
DРЕМУЧИЕ,,,,
E-SEX-T,АЛЬТЕРНАТИВНЫЙ РОК;АЛЬТЕРНАТИВНЫЙ МЕТАЛ;РЭПКОР;НЮ-МЕТАЛ,1994.0,https://ru.wikipedia.org/wiki/E-SEX-T,RAPCORE;NEW METAL;ALTERNATIVE ROCK;ALTERNATIVE METAL
E=MC2,,,,
EAST TRADING WANG,ПАНК,1997.0,https://et.wikipedia.org/wiki/East_Trading_Wang,PUNK
EASY LIVING,,,,
EASY M,,,,
EBANATH,ДЭТГРАЙНД,2004.0,https://ru.wikipedia.org/wiki/Ebanath,DEATH GRIND
EBE MÜNTEL JA JORMA TOOTS,,2004.0,https://et.wikipedia.org/wiki/Ebe_M%C3%BCntel_ja_Jorma_Toots,
ECCLESIASTICS INDICTED,,,,
ECHIDNA AUKŠTYN,POP;ROCK;RAP,2010.0,https://lt.wikipedia.org/wiki/Echidna_auk%C5%A1tyn,POP;ROCK;RAP
ECTHALION,,,,
EDGARO LUBIO GRUPĖ,,,,
EDUCATED SCUM,,,,
EGAZEBA,,,,
EGYPT GOLDEN LIONS,,,,
EHITAJAD,ELEKTROONILINE MUUSIKA,2009.0,https://et.wikipedia.org/wiki/Ehitajad,ELECTRONIC
